[29036:55964:0220/135210.591:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[29036:44108:0220/135210.644:ERROR:google_update_settings.cc(265)] Failed opening key Software\Chromium to set usagestats; result: 5
[29036:55964:0220/135210.668:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[29036:55964:0220/135213.481:WARNING:external_registry_loader_win.cc(232)] Error observing HKLM: 5
[16700:39732:0220/135214.868:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-C01D6358C080560ED94248634D179D05 will be ignored
[29036:55964:0220/154248.034:ERROR:device_event_log_impl.cc(196)] [15:42:48.027] USB: usb_service_win.cc:105 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: Element not found. (0x490)
[29036:31688:0220/165031.240:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165035.236:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165036.235:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165037.235:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165042.235:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/165045.244:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165047.239:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165048.244:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165049.238:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165053.246:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165056.247:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/165057.252:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=82})
[29036:31688:0220/165100.245:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/165103.245:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165106.251:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165108.253:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165112.249:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165115.259:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165120.253:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165121.256:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165124.261:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/165130.260:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165133.264:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165136.261:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165137.264:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165139.266:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165141.265:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165142.264:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165143.266:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165146.264:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165147.266:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165149.267:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165150.268:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165152.272:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165155.267:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165200.275:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165203.272:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165204.272:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165214.274:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165215.278:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165226.284:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165232.287:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165233.289:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/165237.286:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=82})
[29036:31688:0220/165243.291:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/165245.295:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=82})
[29036:31688:0220/165246.291:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/165248.296:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165252.296:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165254.293:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165301.295:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165302.298:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165304.295:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165312.300:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165315.301:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165316.307:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[25340:18452:0220/165320.704:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://optimizationguide-pa.googleapis.com/v1:GetModels?key=dummytoken
[25340:18452:0220/165320.708:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/165320.708:VERBOSE1:tls_handshaker.cc(126)] TlsClient: SSL_do_handshake returned when entering early data. After retry, rv=-1, SSL_in_early_data=1
[25340:18452:0220/165320.714:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/165320.714:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/165320.714:VERBOSE1:tls_client_handshaker.cc(528)] Client: handshake finished
[29036:31688:0220/165322.306:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165325.309:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/165333.309:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165335.307:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165342.312:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165344.314:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165350.321:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165357.320:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165402.323:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165411.327:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165417.335:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165418.329:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165429.335:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165436.342:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165441.341:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165442.339:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165447.342:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165448.340:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165451.347:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165455.342:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165457.343:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165501.351:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/165506.350:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=76})
[29036:31688:0220/165507.348:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/165516.350:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165517.353:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165519.357:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165522.359:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165528.361:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/165530.362:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165532.362:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/165537.363:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165538.359:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165541.363:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165546.363:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/165547.363:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[25340:18452:0220/165551.255:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://optimizationguide-pa.googleapis.com/v1:GetModels?key=dummytoken
[25340:18452:0220/165551.258:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/165551.258:VERBOSE1:tls_handshaker.cc(126)] TlsClient: SSL_do_handshake returned when entering early data. After retry, rv=-1, SSL_in_early_data=1
[25340:18452:0220/165551.266:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/165551.266:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/165551.266:VERBOSE1:tls_client_handshaker.cc(528)] Client: handshake finished
[29036:31688:0220/165553.372:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165559.366:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165600.368:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165601.374:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165602.367:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165613.371:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165617.376:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165622.374:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165635.386:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165641.388:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165643.385:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165650.391:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/165651.391:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165700.391:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165709.395:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165712.400:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165716.405:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165719.402:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165721.400:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165725.404:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/165726.406:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165728.408:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/165733.409:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165755.416:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165758.415:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165802.421:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/165805.421:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165815.420:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165822.427:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165826.424:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165829.427:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165830.427:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[25340:18452:0220/165833.607:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://optimizationguide-pa.googleapis.com/v1:GetModels?key=dummytoken
[25340:18452:0220/165833.610:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/165833.610:VERBOSE1:tls_handshaker.cc(126)] TlsClient: SSL_do_handshake returned when entering early data. After retry, rv=-1, SSL_in_early_data=1
[25340:18452:0220/165833.616:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/165833.616:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/165833.616:VERBOSE1:tls_client_handshaker.cc(528)] Client: handshake finished
[29036:31688:0220/165846.430:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165847.429:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165850.431:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165851.437:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165852.434:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165856.439:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165857.434:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165859.436:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165905.444:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165912.443:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165915.449:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/165922.450:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/165924.450:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165930.455:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165933.449:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/165935.457:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/165936.456:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165938.458:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/165939.453:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/165941.460:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/165944.458:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
